<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.06	13:55:00	73081	73178	72965	73068	1639	0	21
2026.02.06	14:00:00	73068	73184	73008	73109	2582	0	21
2026.02.06	14:05:00	73107	73301	73087	73226	2335	0	13
2026.02.06	14:10:00	73216	73272	73113	73208	1957	0	17
2026.02.06	14:15:00	73211	73226	72978	73070	2120	0	21
2026.02.06	14:20:00	73073	73125	72937	72982	2437	0	21
2026.02.06	14:25:00	72985	73009	72873	72959	1878	0	21
2026.02.06	14:30:00	72962	73073	72931	73028	1852	0	21
2026.02.06	14:35:00	73026	73183	72931	73107	1912	0	12
2026.02.06	14:40:00	73105	73196	72965	73167	2143	0	19
2026.02.06	14:45:00	73157	73283	73148	73173	1632	0	21
2026.02.06	14:50:00	73226	73311	73127	73236	2172	0	15
2026.02.06	14:55:00	73225	73280	73103	73252	2012	0	19
2026.02.06	15:00:00	73254	73613	73180	73580	4838	0	21
2026.02.06	15:05:00	73580	73616	73357	73440	4275	0	21
2026.02.06	15:10:00	73443	73481	73314	73370	4072	0	21
2026.02.06	15:15:00	73361	73497	73242	73426	3454	0	21
2026.02.06	15:20:00	73431	73617	73406	73598	3229	0	13
2026.02.06	15:25:00	73603	73620	73173	73337	3704	0	21
2026.02.06	15:30:00	73332	73626	73321	73550	3432	0	12
2026.02.06	15:35:00	73550	73764	73500	73647	3174	0	21
2026.02.06	15:40:00	73645	73754	73609	73648	3157	0	21
2026.02.06	15:45:00	73652	73698	73587	73650	2558	0	22
2026.02.06	15:50:00	73651	73658	73507	73539	3265	0	21
2026.02.06	15:55:00	73534	73607	73390	73601	2251	0	10
2026.02.06	16:00:00	73605	73659	73396	73546	2850	0	21
2026.02.06	16:05:00	73547	73635	73280	73461	2668	0	16
2026.02.06	16:10:00	73463	73507	73231	73460	2744	0	21
2026.02.06	16:15:00	73448	73529	73353	73406	2206	0	17
2026.02.06	16:20:00	73411	73470	73169	73205	3292	0	21
2026.02.06	16:25:00	73205	73284	73060	73239	3402	0	21
2026.02.06	16:30:00	73234	73527	73092	73496	4603	0	22
2026.02.06	16:35:00	73503	73766	73431	73589	4428	0	22
2026.02.06	16:40:00	73591	73659	73375	73518	4669	0	21
2026.02.06	16:45:00	73516	73630	73441	73611	4852	0	21
2026.02.06	16:50:00	73613	73693	73576	73619	3876	0	22
2026.02.06	16:55:00	73617	73783	73559	73751	3847	0	22
2026.02.06	17:00:00	73755	73966	73634	73692	4342	0	21
2026.02.06	17:05:00	73692	74011	73671	73875	4403	0	21
2026.02.06	17:10:00	73866	73934	73738	73755	4257	0	21
2026.02.06	17:15:00	73752	73851	73662	73738	4356	0	21
2026.02.06	17:20:00	73733	73853	73575	73706	4546	0	21
2026.02.06	17:25:00	73706	73935	73670	73865	3592	0	21
2026.02.06	17:30:00	73869	73941	73773	73852	3476	0	21
2026.02.06	17:35:00	73851	73881	73633	73718	3457	0	21
2026.02.06	17:40:00	73718	73833	73591	73682	3913	0	17
2026.02.06	17:45:00	73683	73758	73473	73666	3539	0	21
2026.02.06	17:50:00	73669	73775	73583	73608	3862	0	21
2026.02.06	17:55:00	73605	73723	73517	73680	4034	0	15
2026.02.06	18:00:00	73680	73793	73580	73777	4427	0	21
2026.02.06	18:05:00	73775	73793	73667	73696	3220	0	22
2026.02.06	18:10:00	73694	73797	73628	73658	2652	0	21
2026.02.06	18:15:00	73658	73758	73526	73700	2934	0	21
2026.02.06	18:20:00	73703	73726	73520	73593	2927	0	12
2026.02.06	18:25:00	73577	73670	73318	73648	3510	0	13
2026.02.06	18:30:00	73646	73690	73471	73582	3266	0	17
2026.02.06	18:35:00	73575	73709	73511	73699	3379	0	13
2026.02.06	18:40:00	73693	73796	73529	73684	3595	0	21
2026.02.06	18:45:00	73687	73805	73622	73785	3860	0	21
2026.02.06	18:50:00	73783	73802	73605	73731	3633	0	12
2026.02.06	18:55:00	73670	73874	73644	73849	2788	0	21
2026.02.06	19:00:00	73810	73951	73725	73948	2839	0	22
2026.02.06	19:05:00	73948	73969	73773	73965	2213	0	21
2026.02.06	19:10:00	73945	73971	73807	73926	2197	0	21
2026.02.06	19:15:00	73926	73943	73752	73922	2079	0	22
2026.02.06	19:20:00	73814	73940	73769	73811	1922	0	22
2026.02.06	19:25:00	73881	73934	73768	73885	1597	0	22
2026.02.06	19:30:00	73885	74104	73878	73988	3059	0	22
2026.02.06	19:35:00	73986	73991	73687	73823	2904	0	21
2026.02.06	19:40:00	73814	73900	73763	73873	2681	0	21
2026.02.06	19:45:00	73777	73947	73774	73932	2388	0	22
2026.02.06	19:50:00	73919	73974	73829	73929	1870	0	21
2026.02.06	19:55:00	73926	74008	73855	73963	1874	0	22
2026.02.06	20:00:00	73919	74023	73856	73991	2576	0	21
2026.02.06	20:05:00	74000	74070	73876	74042	3290	0	21
2026.02.06	20:10:00	74039	74095	73972	74013	2945	0	21
2026.02.06	20:15:00	73973	74024	73845	73974	2454	0	21
2026.02.06	20:20:00	73869	73988	73691	73779	3093	0	21
2026.02.06	20:25:00	73768	73924	73752	73890	3318	0	21
2026.02.06	20:30:00	73894	73952	73818	73951	1936	0	21
2026.02.06	20:35:00	73951	74025	73842	73999	1272	0	21
2026.02.06	20:40:00	73962	74001	73856	73985	1168	0	22
2026.02.06	20:45:00	73972	74038	73886	74022	1413	0	21
2026.02.06	20:50:00	74010	74049	73891	74015	1469	0	22
2026.02.06	20:55:00	74008	74021	73851	73924	1273	0	31
2026.02.06	21:00:00	73963	73980	73835	73846	1243	0	29
2026.02.06	21:05:00	73846	73950	73807	73886	1438	0	22
2026.02.06	21:10:00	73881	73925	73724	73908	1334	0	28
2026.02.06	21:15:00	73898	73965	73794	73813	1300	0	22
2026.02.06	21:20:00	73894	73946	73809	73913	1297	0	26
2026.02.06	21:25:00	73803	73941	73794	73894	1241	0	22
2026.02.06	21:30:00	73890	73924	73772	73875	1246	0	28
2026.02.06	21:35:00	73885	73889	73667	73800	1405	0	26
2026.02.06	21:40:00	73803	73822	73677	73809	1293	0	24
2026.02.06	21:45:00	73806	73942	73717	73939	1456	0	21
2026.02.06	21:50:00	73937	73955	73781	73934	1266	0	21
2026.02.06	21:55:00	73929	73938	73763	73860	1370	0	21
2026.02.06	22:00:00	73861	73878	73771	73833	1583	0	22
2026.02.06	22:05:00	73833	73891	73827	73839	1086	0	22
2026.02.06	22:10:00	73839	73839	73769	73802	1621	0	22
2026.02.06	22:15:00	73802	73804	73701	73791	1730	0	22
2026.02.06	22:20:00	73791	73861	73760	73792	1477	0	22
2026.02.06	22:25:00	73792	73848	73791	73827	1187	0	22
2026.02.06	22:30:00	73827	73828	73611	73651	2029	0	22
2026.02.06	22:35:00	73651	73656	73554	73653	2196	0	21
2026.02.06	22:40:00	73653	73765	73644	73665	1815	0	22
2026.02.06	22:45:00	73665	73688	73608	73660	1408	0	21
2026.02.06	22:50:00	73660	73804	73648	73776	2095	0	21
2026.02.06	22:55:00	73776	73816	73721	73804	2604	0	21
2026.02.06	23:00:00	73804	73823	73738	73778	925	0	21
2026.02.06	23:05:00	73778	73878	73778	73810	825	0	22
2026.02.06	23:10:00	73810	73839	73700	73749	750	0	22
2026.02.06	23:15:00	73749	73768	73716	73758	712	0	22
2026.02.06	23:20:00	73758	73773	73725	73767	630	0	22
2026.02.06	23:25:00	73769	73828	73768	73813	588	0	22
2026.02.06	23:30:00	73812	73866	73809	73826	569	0	22
2026.02.06	23:35:00	73826	73969	73819	73936	624	0	22
2026.02.06	23:40:00	73936	73950	73890	73911	618	0	21
2026.02.06	23:45:00	73911	73919	73871	73919	587	0	23
2026.02.06	23:50:00	73919	73971	73891	73968	649	0	22
2026.02.06	23:55:00	73968	74038	73918	73975	472	0	25
2026.02.09	00:00:00	73926	73926	73893	73926	7	0	269
2026.02.09	00:05:00	73926	73926	73891	73895	18	0	270
2026.02.09	00:10:00	73895	73933	73886	73933	9	0	270
2026.02.09	00:15:00	73933	73933	73846	73846	5	0	270
2026.02.09	00:20:00	73930	73930	73759	73759	11	0	274
2026.02.09	00:25:00	73888	73888	73759	73759	3	0	373
2026.02.09	00:30:00	73886	73900	73759	73768	16	0	336
2026.02.09	00:35:00	73930	73930	73768	73768	14	0	277
2026.02.09	00:40:00	73926	73926	73768	73768	7	0	284
2026.02.09	00:45:00	73808	73937	73797	73797	7	0	290
2026.02.09	00:50:00	73893	73937	73797	73797	11	0	290
2026.02.09	00:55:00	73808	73954	73808	73813	13	0	244
2026.02.09	01:00:00	74109	74385	73802	74106	1655	0	161
2026.02.09	01:05:00	74302	74364	73930	74099	1865	0	154
2026.02.09	01:10:00	74078	74245	73958	74147	2286	0	114
2026.02.09	01:15:00	74157	74316	74092	74280	2410	0	87
2026.02.09	01:20:00	74280	74519	74246	74515	2290	0	22
2026.02.09	01:25:00	74500	75055	74494	74987	3108	0	15
2026.02.09	01:30:00	74994	75143	74796	74995	3608	0	29
2026.02.09	01:35:00	74993	75112	74824	74996	2995	0	22
2026.02.09	01:40:00	75005	75101	74902	75049	2840	0	22
2026.02.09	01:45:00	75037	75125	74926	75099	3017	0	27
2026.02.09	01:50:00	75099	75106	74869	74981	2036	0	29
2026.02.09	01:55:00	74981	75073	74751	74845	2123	0	11
2026.02.09	02:00:00	74846	74890	74599	74675	3048	0	22
2026.02.09	02:05:00	74675	74949	74633	74812	2939	0	22
2026.02.09	02:10:00	74836	74838	74678	74727	2703	0	10
2026.02.09	02:15:00	74727	74887	74579	74810	3381	0	11
2026.02.09	02:20:00	74820	74853	74674	74801	2646	0	10
2026.02.09	02:25:00	74763	74823	74655	74818	2133	0	13
2026.02.09	02:30:00	74814	74854	74682	74777	2298	0	11
2026.02.09	02:35:00	74723	74800	74680	74718	1600	0	22
2026.02.09	02:40:00	74726	74773	74494	74735	2327	0	12
2026.02.09	02:45:00	74735	74737	74517	74542	2356	0	22
2026.02.09	02:50:00	74540	74662	74531	74589	2533	0	22
2026.02.09	02:55:00	74582	74672	74470	74498	2661	0	22
2026.02.09	03:00:00	74498	74788	74447	74590	4625	0	22
2026.02.09	03:05:00	74588	74596	74227	74373	3657	0	22
2026.02.09	03:10:00	74371	74514	74237	74433	3682	0	22
2026.02.09	03:15:00	74385	74623	74332	74576	3481	0	22
2026.02.09	03:20:00	74579	74611	74388	74426	3326	0	29
2026.02.09	03:25:00	74431	74437	74180	74278	3519	0	27
2026.02.09	03:30:00	74309	74403	73960	74014	3556	0	22
2026.02.09	03:35:00	74014	74036	73601	73725	3968	0	45
2026.02.09	03:40:00	73725	74185	73711	74181	3481	0	26
2026.02.09	03:45:00	74184	74242	73970	74060	3528	0	22
2026.02.09	03:50:00	74058	74101	73941	74024	3011	0	24
2026.02.09	03:55:00	74024	74131	73832	73919	2955	0	27
2026.02.09	04:00:00	73910	73998	73762	73886	4053	0	24
2026.02.09	04:05:00	73881	74142	73873	74092	2859	0	10
2026.02.09	04:10:00	74099	74256	74032	74200	2729	0	25
2026.02.09	04:15:00	74219	74223	73974	74022	1847	0	13
2026.02.09	04:20:00	74023	74162	74015	74076	1815	0	26
2026.02.09	04:25:00	74077	74146	74028	74135	1714	0	26
2026.02.09	04:30:00	74135	74174	73984	74098	3013	0	22
2026.02.09	04:35:00	74098	74119	73938	74015	2144	0	10
2026.02.09	04:40:00	74016	74043	73832	73978	2766	0	17
2026.02.09	04:45:00	73949	74014	73833	74003	2728	0	20
2026.02.09	04:50:00	74006	74223	73982	74185	2781	0	15
2026.02.09	04:55:00	74188	74297	74107	74168	3164	0	14
2026.02.09	05:00:00	74170	74402	74134	74282	2776	0	17
2026.02.09	05:05:00	74287	74388	74235	74325	2229	0	22
2026.02.09	05:10:00	74325	74364	74217	74305	2053	0	17
2026.02.09	05:15:00	74319	74331	74196	74258	2571	0	22
2026.02.09	05:20:00	74213	74299	74160	74277	2452	0	22
2026.02.09	05:25:00	74278	74332	74127	74202	2390	0	19
2026.02.09	05:30:00	74204	74350	74150	74205	2106	0	38
2026.02.09	05:35:00	74169	74223	74045	74138	1907	0	12
2026.02.09	05:40:00	74157	74271	74084	74176	1832	0	15
2026.02.09	05:45:00	74188	74301	74044	74135	1864	0	34
2026.02.09	05:50:00	74124	74229	74061	74122	1075	0	10
2026.02.09	05:55:00	74134	74154	73977	74133	1314	0	22
2026.02.09	06:00:00	74119	74178	74049	74173	1250	0	11
2026.02.09	06:05:00	74173	74239	74138	74222	979	0	27
2026.02.09	06:10:00	74195	74290	74040	74040	1014	0	10
2026.02.09	06:15:00	74040	74270	73987	74188	1937	0	26
2026.02.09	06:20:00	74164	74252	74122	74188	1260	0	22
2026.02.09	06:25:00	74150	74221	74100	74164	1885	0	10
2026.02.09	06:30:00	74145	74157	74078	74134	1433	0	22
2026.02.09	06:35:00	74129	74256	74085	74174	1479	0	21
2026.02.09	06:40:00	74157	74255	74039	74118	1250	0	27
2026.02.09	06:45:00	74106	74156	74019	74066	1631	0	27
2026.02.09	06:50:00	74054	74154	74010	74120	1375	0	10
2026.02.09	06:55:00	74108	74131	73955	74072	1251	0	11
2026.02.09	07:00:00	74073	74137	74049	74112	1020	0	22
2026.02.09	07:05:00	74115	74173	74038	74167	987	0	27
2026.02.09	07:10:00	74179	74189	74049	74107	998	0	10
2026.02.09	07:15:00	74110	74208	74069	74203	1315	0	24
2026.02.09	07:20:00	74191	74259	74157	74237	993	0	24
2026.02.09	07:25:00	74201	74347	74193	74316	1349	0	10
2026.02.09	07:30:00	74314	74360	74196	74291	3464	0	24
2026.02.09	07:35:00	74279	74412	74199	74317	3303	0	17
2026.02.09	07:40:00	74267	74477	74229	74328	2495	0	17
2026.02.09	07:45:00	74330	74364	74170	74289	2899	0	20
2026.02.09	07:50:00	74279	74353	74230	74339	2217	0	22
2026.02.09	07:55:00	74342	74441	74299	74372	2194	0	18
2026.02.09	08:00:00	74372	74461	74291	74427	2729	0	22
2026.02.09	08:05:00	74429	74471	74354	74370	2527	0	22
2026.02.09	08:10:00	74370	74407	74289	74341	1989	0	11
2026.02.09	08:15:00	74344	74393	74253	74257	2091	0	22
2026.02.09	08:20:00	74260	74272	74064	74168	2880	0	22
2026.02.09	08:25:00	74166	74233	74125	74164	2444	0	22
2026.02.09	08:30:00	74167	74266	74102	74185	2906	0	22
2026.02.09	08:35:00	74185	74268	74132	74249	2699	0	10
2026.02.09	08:40:00	74251	74287	74147	74253	2806	0	22
2026.02.09	08:45:00	74246	74269	74096	74148	2548	0	19
2026.02.09	08:50:00	74155	74246	74056	74229	2269	0	14
2026.02.09	08:55:00	74176	74278	74131	74165	2100	0	17
2026.02.09	09:00:00	74158	74184	74034	74159	2147	0	21
2026.02.09	09:05:00	74161	74189	73970	74040	2000	0	22
2026.02.09	09:10:00	74044	74058	73849	73930	1882	0	21
2026.02.09	09:15:00	73932	74008	73880	73986	2253	0	10
2026.02.09	09:20:00	73988	73992	73755	73877	3135	0	22
2026.02.09	09:25:00	73879	73941	73798	73890	2734	0	21
2026.02.09	09:30:00	73890	73988	73869	73901	1336	0	21
2026.02.09	09:35:00	73899	73951	73875	73920	1674	0	22
2026.02.09	09:40:00	73917	74001	73896	73969	1996	0	22
2026.02.09	09:45:00	73970	73973	73816	73860	1834	0	22
2026.02.09	09:50:00	73865	73997	73834	73961	2230	0	21
2026.02.09	09:55:00	73947	73998	73886	73916	1479	0	22
2026.02.09	10:00:00	73919	74072	73852	74037	2185	0	22
2026.02.09	10:05:00	74037	74109	73972	74041	2101	0	19
2026.02.09	10:10:00	74036	74098	73975	74069	1486	0	22
2026.02.09	10:15:00	74072	74244	74063	74171	2264	0	22
2026.02.09	10:20:00	74171	74230	74106	74160	1985	0	22
2026.02.09	10:25:00	74153	74228	74116	74195	1774	0	20
2026.02.09	10:30:00	74195	74232	74125	74208	1827	0	20
2026.02.09	10:35:00	74225	74249	74126	74187	1603	0	10
2026.02.09	10:40:00	74189	74278	74126	74223	1934	0	12
2026.02.09	10:45:00	74220	74315	74173	74200	1917	0	22
2026.02.09	10:50:00	74166	74242	74124	74164	1695	0	22
2026.02.09	10:55:00	74152	74221	74134	74194	1239	0	10
2026.02.09	11:00:00	74196	74368	74142	74239	2235	0	20
2026.02.09	11:05:00	74237	74311	74120	74186	2015	0	22
2026.02.09	11:10:00	74184	74225	74067	74156	1775	0	22
2026.02.09	11:15:00	74158	74178	74054	74171	1671	0	10
2026.02.09	11:20:00	74116	74189	74104	74138	1528	0	17
2026.02.09	11:25:00	74130	74171	74012	74109	1899	0	21
2026.02.09	11:30:00	74107	74156	73962	74018	1510	0	22
2026.02.09	11:35:00	74022	74048	73907	73963	1942	0	13
2026.02.09	11:40:00	73970	74023	73906	73961	1373	0	15
2026.02.09	11:45:00	73949	74015	73910	74005	1940	0	21
2026.02.09	11:50:00	74002	74063	73879	73933	1839	0	17
2026.02.09	11:55:00	73925	74038	73839	73956	2117	0	22
2026.02.09	12:00:00	73959	73966	73784	73924	2677	0	12
2026.02.09	12:05:00	73926	74016	73899	73961	2163	0	22
2026.02.09	12:10:00	73961	74012	73935	73985	1788	0	21
2026.02.09	12:15:00	73973	74061	73935	73994	1878	0	22
2026.02.09	12:20:00	73991	74089	73953	73995	1360	0	22
2026.02.09	12:25:00	73997	74021	73717	73809	2989	0	21
2026.02.09	12:30:00	73811	73879	73672	73850	2904	0	22
2026.02.09	12:35:00	73847	73934	73796	73835	2426	0	21
2026.02.09	12:40:00	73830	73937	73758	73793	2651	0	21
2026.02.09	12:45:00	73793	73927	73699	73837	2181	0	22
2026.02.09	12:50:00	73840	73930	73833	73880	1685	0	22
2026.02.09	12:55:00	73888	73927	73750	73791	1894	0	10
2026.02.09	13:00:00	73791	73907	73758	73884	1912	0	22
2026.02.09	13:05:00	73887	73902	73759	73822	1708	0	21
2026.02.09	13:10:00	73811	73847	73735	73783	1811	0	22
2026.02.09	13:15:00	73783	73849	73747	73834	1486	0	21
2026.02.09	13:20:00	73822	73925	73778	73897	1286	0	21
2026.02.09	13:25:00	73899	73953	73827	73935	1393	0	10
2026.02.09	13:30:00	73940	73961	73846	73901	1314	0	11
2026.02.09	13:35:00	73904	73980	73862	73912	1294	0	10
2026.02.09	13:40:00	73910	74025	73908	73940	1806	0	22
2026.02.09	13:45:00	73938	73995	73909	73925	1387	0	21
2026.02.09	13:50:00	73925	74053	73891	73965	1778	0	15
2026.02.09	13:55:00	73966	74004	73905	73948	1560	0	22
2026.02.09	14:00:00	73946	74002	73877	73953	2057	0	22
2026.02.09	14:05:00	73949	74022	73918	73983	1827	0	22
2026.02.09	14:10:00	73985	74018	73960	73997	1473	0	22
2026.02.09	14:15:00	74004	74029	73904	73954	1607	0	22
2026.02.09	14:20:00	73956	73999	73859	73965	1255	0	21
2026.02.09	14:25:00	73968	73984	73878	73971	1183	0	15
2026.02.09	14:30:00	73968	74040	73868	73988	1611	0	22
2026.02.09	14:35:00	73971	74072	73966	73987	1737	0	15
2026.02.09	14:40:00	73984	74046	73970	73989	1213	0	22
2026.02.09	14:45:00	73984	74040	73921	73948	1641	0	21
2026.02.09	14:50:00	73950	74025	73919	73993	1524	0	22
2026.02.09	14:55:00	73995	74004	73822	73932	2092	0	21
2026.02.09	15:00:00	73927	74041	73847	74019	3659	0	22
2026.02.09	15:05:00	74014	74064	73963	74036	2282	0	22
2026.02.09	15:10:00	74036	74065	73901	74014	2968	0	22
2026.02.09	15:15:00	74014	74052	73901	73952	2545	0	22
2026.02.09	15:20:00	73954	73988	73789	73896	3097	0	22
2026.02.09	15:25:00	73899	73953	73711	73749	3032	0	22
2026.02.09	15:30:00	73750	73895	73706	73781	2887	0	22
2026.02.09	15:35:00	73793	73863	73724	73761	2832	0	21
2026.02.09	15:40:00	73759	73811	73672	73735	3101	0	22
2026.02.09	15:45:00	73732	73802	73690	73767	2962	0	21
2026.02.09	15:50:00	73769	73845	73754	73793	3083	0	22
2026.02.09	15:55:00	73791	73825	73714	73774	2661	0	21
2026.02.09	16:00:00	73778	73858	73698	73795	2673	0	15
2026.02.09	16:05:00	73792	73907	73776	73807	2375	0	22
2026.02.09	16:10:00	73804	73877	73764	73845	2474	0	22
2026.02.09	16:15:00	73843	73908	73810	73836	2272	0	22
2026.02.09	16:20:00	73841	73896	73750	73871	2407	0	21
2026.02.09	16:25:00	73868	73943	73802	73893	2305	0	22
2026.02.09	16:30:00	73896	74115	73786	74109	4437	0	22
2026.02.09	16:35:00	74111	74125	73969	74036	5030	0	22
2026.02.09	16:40:00	74038	74130	73956	74112	4589	0	21
2026.02.09	16:45:00	74105	74161	74001	74084	3987	0	22
2026.02.09	16:50:00	74084	74180	74052	74171	3638	0	22
2026.02.09	16:55:00	74169	74172	74103	74126	3635	0	22
2026.02.09	17:00:00	74123	74185	74020	74121	3395	0	15
2026.02.09	17:05:00	74108	74160	74021	74100	3089	0	22
2026.02.09	17:10:00	74100	74126	73975	74031	2640	0	22
2026.02.09	17:15:00	74017	74051	73928	73978	3164	0	18
2026.02.09	17:20:00	74001	74106	73970	74059	3325	0	22
2026.02.09	17:25:00	74062	74085	73985	74069	2474	0	12
2026.02.09	17:30:00	74064	74376	74043	74340	2950	0	22
2026.02.09	17:35:00	74345	74355	74225	74302	3180	0	12
2026.02.09	17:40:00	74299	74383	74230	74374	2772	0	22
2026.02.09	17:45:00	74377	74420	74287	74379	2556	0	22
2026.02.09	17:50:00	74396	74408	74296	74361	2074	0	17
2026.02.09	17:55:00	74373	74417	74313	74397	2155	0	22
2026.02.09	18:00:00	74397	74526	74347	74503	2699	0	22
2026.02.09	18:05:00	74501	74533	74437	74501	2585	0	22
2026.02.09	18:10:00	74501	74514	74406	74428	1913	0	22
2026.02.09	18:15:00	74426	74556	74425	74521	2137	0	22
2026.02.09	18:20:00	74509	74647	74500	74641	2255	0	22
2026.02.09	18:25:00	74641	74729	74586	74630	3295	0	22
2026.02.09	18:30:00	74625	74728	74590	74602	2556	0	22
2026.02.09	18:35:00	74590	74715	74589	74708	2292	0	22
2026.02.09	18:40:00	74712	74749	74658	74742	2293	0	22
2026.02.09	18:45:00	74742	74780	74679	74714	2539	0	22
2026.02.09	18:50:00	74712	74729	74595	74642	2089	0	22
2026.02.09	18:55:00	74647	74693	74550	74564	2516	0	24
2026.02.09	19:00:00	74583	74619	74484	74522	2741	0	22
2026.02.09	19:05:00	74514	74591	74434	74470	2587	0	22
2026.02.09	19:10:00	74468	74507	74455	74475	1644	0	22
2026.02.09	19:15:00	74460	74575	74458	74527	1581	0	22
2026.02.09	19:20:00	74539	74576	74492	74557	1432	0	24
2026.02.09	19:25:00	74551	74559	74504	74522	1362	0	22
2026.02.09	19:30:00	74535	74571	74504	74554	1687	0	22
2026.02.09	19:35:00	74556	74573	74462	74513	1727	0	22
2026.02.09	19:40:00	74513	74530	74403	74449	1890	0	23
2026.02.09	19:45:00	74449	74469	74332	74434	2357	0	23
2026.02.09	19:50:00	74437	74437	74207	74360	2599	0	22
2026.02.09	19:55:00	74348	74368	74170	74250	2832	0	22
2026.02.09	20:00:00	74250	74326	74225	74304	2597	0	22
2026.02.09	20:05:00	74307	74370	74275	74349	2046	0	22
2026.02.09	20:10:00	74346	74391	74275	74378	1743	0	22
2026.02.09	20:15:00	74378	74397	74239	74283	2015	0	22
2026.02.09	20:20:00	74283	74389	74190	74292	3523	0	22
2026.02.09	20:25:00	74302	74385	74273	74345	2622	0	22
2026.02.09	20:30:00	74343	74372	74227	74346	1843	0	22
2026.02.09	20:35:00	74351	74406	74322	74377	1887	0	22
2026.02.09	20:40:00	74375	74418	74322	74330	1544	0	22
2026.02.09	20:45:00	74337	74381	74245	74344	1585	0	22
2026.02.09	20:50:00	74346	74387	74308	74354	1621	0	22
2026.02.09	20:55:00	74352	74462	74342	74442	1731	0	22
2026.02.09	21:00:00	74442	74491	74387	74480	1552	0	22
2026.02.09	21:05:00	74490	74522	74448	74521	1473	0	22
2026.02.09	21:10:00	74517	74545	74447	74491	1633	0	22
2026.02.09	21:15:00	74465	74563	74433	74502	1616	0	22
2026.02.09	21:20:00	74476	74550	74475	74540	1541	0	22
2026.02.09	21:25:00	74542	74599	74528	74599	1458	0	22
2026.02.09	21:30:00	74594	74663	74558	74643	1716	0	22
2026.02.09	21:35:00	74643	74667	74550	74609	1557	0	22
2026.02.09	21:40:00	74614	74635	74565	74622	1524	0	22
2026.02.09	21:45:00	74622	74662	74560	74620	1722	0	22
2026.02.09	21:50:00	74582	74676	74571	74656	1528	0	22
2026.02.09	21:55:00	74656	74689	74592	74637	1428	0	22
